"row_no";"threat_id";"top_level_group";"asset_group_code";"method_code";"asset_group_name";"threat";"attack_method";"passport_asset";"flow_ids";"actuality";"coverage_mode";"emulation_profile";"native_anchor";"project_rules";"component_note"
"225";"УБИ.3.4.25";"3";"4";"25";"Хранилище конфигурации, миссии и журналов";"Угроза несанкционированной модификации (искажения) компонентов устройства хранения данных за счет атаки на системы с распределенным реестром";"Нарушитель воздействует на хранилище журналов полета, параметров, резервных копий или SD-карта. Способ: СП.25 Атаки на системы с распределенным реестром. Техники: СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра; СП.25.4 Атаки на услуги системы с распределенным реестром. Компоненты: К.2.2.8 Сетевой интерфейс; К.2.3.1 Система хранения данных; и др..";"sim_stack.json; gz_x500_model_spec.json; telemetry.jsonl; protocol_events.jsonl; security_events.jsonl; параметры PX4; миссия PX4";"F8, F10";"Условно актуальна";"proxy_emulation";"storage_integrity_proxy";"scenarios/attack_mission_overwrite.py";"mission_write_attempt, mission_plan_changed, px4_param_changed";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"226";"УБИ.3.4.26";"3";"4";"26";"Хранилище конфигурации, миссии и журналов";"Угроза несанкционированной модификации (искажения) компонентов устройства хранения данных за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на хранилище журналов полета, параметров, резервных копий или SD-карта. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования; и др.. Компоненты: К.2.3.1 Система хранения данных; К.3.1.1 Проводной канал передачи данных.";"sim_stack.json; gz_x500_model_spec.json; telemetry.jsonl; protocol_events.jsonl; security_events.jsonl; параметры PX4; миссия PX4";"F8, F10";"Условно актуальна";"proxy_emulation";"storage_integrity_proxy";"scenarios/attack_mission_overwrite.py";"mission_write_attempt, mission_plan_changed, px4_param_changed";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"227";"УБИ.3.5.1";"3";"5";"1";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет эксплуатации уязвимостей";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.1 Эксплуатация уязвимостей. Техники: СП.1.1 Эксплуатация известных уязвимостей; СП.1.2 Эксплуатация уязвимостей ""нулевого дня"". Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"228";"УБИ.3.5.2";"3";"5";"2";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет использования недостатков конфигурации";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.2 Использование недостатков конфигурации. Техники: СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных; СП.2.2 Использование недостатков, связанных с управлением учетными данными; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"229";"УБИ.3.5.3";"3";"5";"3";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет использования недостатков архитектуры";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.3 Использование недостатков архитектуры. Техники: СП.3.1 Эксплуатация недостатков незащищенных протоколов передачи данных. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.3.1 Системные и сетевые службы; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"230";"УБИ.3.5.4";"3";"5";"4";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет внедрения вредоносного программного обеспечения";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.4 Внедрение вредоносного программного обеспечения. Техники: СП.4.1 Внедрение вредоносного программного обеспечения через электронную почту; СП.4.2 Внедрение вредоносного программного обеспечения через съемные носители информации; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"231";"УБИ.3.5.5";"3";"5";"5";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.2 Внедрение закладок, являющихся драйверами устройств; СП.5.3 Внедрение закладок, имитирующих интерфейсы служебных программ; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"232";"УБИ.3.5.10";"3";"5";"10";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет атаки типа ""человек посередине""";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.10 Атака типа ""человек посередине"". Техники: СП.10.1 Атака типа ""человек посередине"" через HTTP-запросы; СП.10.2 Атака типа ""человек посередине"" через TLS/SSL-запросы; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"233";"УБИ.3.5.13";"3";"5";"13";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет реализации социальной инженерии";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.13 Реализация социальной инженерии. Техники: СП.13.1 Целенаправленная рассылка через рассылку рекламных писем (спам-сообщений); СП.13.2 Атаки через социальные сети; и др.. Компоненты: К.4.2.1 Непривилегированный сотрудник.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"234";"УБИ.3.5.15";"3";"5";"15";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет шифрования данных";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.15 Шифрование данных. Техники: СП.15.1 Шифрование данных с применением вирусов-шифровальщиков; СП.15.2 Шифрование данных встроенными средствами. Компоненты: К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"235";"УБИ.3.5.16";"3";"5";"16";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет нарушения изоляции";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.16 Нарушение изоляции. Техники: СП.16.2 Нарушение изоляции процессов; СП.16.3 Нарушение сетевой изоляции. Компоненты: К.1.2.1 Операционная система; К.3.1.1 Проводной канал передачи данных; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"236";"УБИ.3.5.18";"3";"5";"18";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет использования недостатков механизмов разграничения доступа";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.18 Использование недостатков механизмов разграничения доступа. Техники: СП.18.1 Доступ без авторизации; СП.18.2 Использование ошибок или отсутствия проверки прав доступа. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"237";"УБИ.3.5.19";"3";"5";"19";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.19 Модификация ОС (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро ОС). Техники: СП.19.1 Модификация операционной системы путем загрузки с внешнего носителя; СП.19.2 Модификация операционной системы из гипервизора; и др.. Компоненты: К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"238";"УБИ.3.5.21";"3";"5";"21";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет повреждения данных";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.21 Повреждение данных. Техники: СП.21.2 Затирание данных (wiping); СП.21.3 Искажение данных. Компоненты: К.1.2.1 Операционная система.";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"239";"УБИ.3.5.23";"3";"5";"23";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет модификации (подмены) прошивки (микропрограммы)";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.23 Модификация (подмена) прошивки (микропрограммы). Техники: СП.23.1 Подмена прошивки (микропрограммы); СП.23.2 Модификация прошивки (микропрограммы). Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма).";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"240";"УБИ.3.5.25";"3";"5";"25";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет атаки на системы с распределенным реестром";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.25 Атаки на системы с распределенным реестром. Техники: СП.25.1 Атаки на механизмы идентификации участников системы распределенного реестра; СП.25.2 Атаки на протоколы достижения консенсуса; и др.. Компоненты: К.1.2.1 Операционная система; К.1.3.1 Системные и сетевые службы; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"241";"УБИ.3.5.26";"3";"5";"26";"Companion / API-контур / условный IoT-компонент";"Угроза несанкционированной модификации (искажения) компонентов устройства интернета-вещей за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на бортовой контур БАС: Pixhawk 6C, PX4, телеметрический модуль, IoT/companion-компонент при наличии. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования; и др.. Компоненты: К.1.3.1 Системные и сетевые службы; К.3.1.1 Проводной канал передачи данных; и др..";"Категория «устройство интернета вещей» есть в docx; в проекте подтверждены Holybro X500 v2, Pixhawk 6C, gz_x500 и PX4 SITL; точное сопоставление я не могу подтвердить";"";"Условно актуальна";"proxy_emulation_with_component_gap";"companion_control_proxy";"scenarios/attack_param_tamper.py";"command_burst, param_write_attempt, mission_write_attempt";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"242";"УБИ.3.12.3";"3";"12";"3";"Физические линии связи / MAVLink-канал";"Угроза несанкционированной модификации (искажения) информации, передаваемой по физическим линиям связи за счет использования недостатков архитектуры";"Нарушитель воздействует на физический канал обмена: USB, UART, радиотелеметрия, MAVLink-канал. Способ: СП.3 Использование недостатков архитектуры. Техники: СП.3.1 Эксплуатация недостатков незащищенных протоколов передачи данных. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Канал связи MAVLink/UDP; GCS 14552/14550; API 14541/14540";"F2, F3, F4, F9";"Условно актуальна";"proxy_emulation";"link_channel_proxy";"scenarios/simulate_serial_control_log_flow.py";"link_idle, link_loss, gateway_blocked_command";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"243";"УБИ.3.12.10";"3";"12";"10";"Физические линии связи / MAVLink-канал";"Угроза несанкционированной модификации (искажения) информации, передаваемой по физическим линиям связи за счет атаки типа ""человек посередине""";"Нарушитель воздействует на физический канал обмена: USB, UART, радиотелеметрия, MAVLink-канал. Способ: СП.10 Атака типа ""человек посередине"". Техники: СП.10.1 Атака типа ""человек посередине"" через HTTP-запросы; СП.10.2 Атака типа ""человек посередине"" через TLS/SSL-запросы; и др.. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Канал связи MAVLink/UDP; GCS 14552/14550; API 14541/14540";"F2, F3, F4, F9";"Условно актуальна";"proxy_emulation";"link_channel_proxy";"scenarios/simulate_serial_control_log_flow.py";"link_idle, link_loss, gateway_blocked_command";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"244";"УБИ.3.12.16";"3";"12";"16";"Физические линии связи / MAVLink-канал";"Угроза несанкционированной модификации (искажения) информации, передаваемой по физическим линиям связи за счет нарушения изоляции";"Нарушитель воздействует на физический канал обмена: USB, UART, радиотелеметрия, MAVLink-канал. Способ: СП.16 Нарушение изоляции. Техники: СП.16.3 Нарушение сетевой изоляции. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Канал связи MAVLink/UDP; GCS 14552/14550; API 14541/14540";"F2, F3, F4, F9";"Условно актуальна";"proxy_emulation";"link_channel_proxy";"scenarios/simulate_serial_control_log_flow.py";"link_idle, link_loss, gateway_blocked_command";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"245";"УБИ.3.12.26";"3";"12";"26";"Физические линии связи / MAVLink-канал";"Угроза несанкционированной модификации (искажения) информации, передаваемой по физическим линиям связи за счет воздействия через системы хранения и резервирования данных";"Нарушитель воздействует на физический канал обмена: USB, UART, радиотелеметрия, MAVLink-канал. Способ: СП.26 Воздействие через системы хранения и резервирования данных. Техники: СП.26.1 Воздействие на поставщика услуг системы хранения данных; СП.26.4 Удаление (изменение, шифрование) данных в системе резервирования; и др.. Компоненты: К.3.1.1 Проводной канал передачи данных; К.3.1.2 Беспроводной канал передачи данных.";"Канал связи MAVLink/UDP; GCS 14552/14550; API 14541/14540";"F2, F3, F4, F9";"Условно актуальна";"proxy_emulation";"link_channel_proxy";"scenarios/simulate_serial_control_log_flow.py";"link_idle, link_loss, gateway_blocked_command";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"246";"УБИ.4.1.1";"4";"1";"1";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет эксплуатации уязвимостей";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.1 Эксплуатация уязвимостей. Техники: СП.1.1 Эксплуатация известных уязвимостей; СП.1.2 Эксплуатация уязвимостей ""нулевого дня"". Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"247";"УБИ.4.1.2";"4";"1";"2";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет использования недостатков конфигурации";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.2 Использование недостатков конфигурации. Техники: СП.2.1 Использование недостатков, связанных с неполнотой проверки вводимых (входных) данных; СП.2.2 Использование недостатков, связанных с управлением учетными данными; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"248";"УБИ.4.1.3";"4";"1";"3";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет использования недостатков архитектуры";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.3 Использование недостатков архитектуры. Техники: СП.3.1 Эксплуатация недостатков незащищенных протоколов передачи данных. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.3.1 Системные и сетевые службы; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"249";"УБИ.4.1.4";"4";"1";"4";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет внедрения вредоносного программного обеспечения";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.4 Внедрение вредоносного программного обеспечения. Техники: СП.4.1 Внедрение вредоносного программного обеспечения через электронную почту; СП.4.2 Внедрение вредоносного программного обеспечения через съемные носители информации; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"250";"УБИ.4.1.5";"4";"1";"5";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет внедрения программных и аппаратных закладок";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.5 Внедрение программных и аппаратных закладок. Техники: СП.5.1 Внедрение закладок в прикладное программное обеспечение; СП.5.2 Внедрение закладок, являющихся драйверами устройств; и др.. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"251";"УБИ.4.1.10";"4";"1";"10";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет атаки типа ""человек посередине""";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.10 Атака типа ""человек посередине"". Техники: СП.10.7 Атаки на уровне каналов и сети, приводящие к изменению маршрутов. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"252";"УБИ.4.1.16";"4";"1";"16";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет нарушения изоляции";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.16 Нарушение изоляции. Техники: СП.16.2 Нарушение изоляции процессов. Компоненты: К.1.2.1 Операционная система.";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
"253";"УБИ.4.1.18";"4";"1";"18";"АРМ оператора / наземная станция";"Угроза несанкционированной подмены компонентов автоматизированного рабочего места за счет использования недостатков механизмов разграничения доступа";"Нарушитель воздействует на АРМ оператора / ПК с QGroundControl. Способ: СП.18 Использование недостатков механизмов разграничения доступа. Техники: СП.18.1 Доступ без авторизации; СП.18.2 Использование ошибок или отсутствия проверки прав доступа. Компоненты: К.1.1.1 Прошивка (встроенная микропрограмма); К.1.2.1 Операционная система; и др..";"АРМ оператора; QGroundControl AppImage; наземная станция оператора";"F1, F2, F4, F9";"Условно актуальна";"proxy_emulation";"operator_workstation_proxy";"scenarios/attack_arm_disarm_flap.py";"command_burst, arm_command_burst, gateway_blocked_command";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
