"row_no";"threat_id";"threat";"emulation_profile";"coverage_mode";"detector_rules";"native_anchor";"flow_ids";"coverage_log";"profile_logs";"component_note"
"262";"УБИ.4.2.4";"Угроза несанкционированной подмены компонентов сервера за счет внедрения вредоносного программного обеспечения";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"263";"УБИ.4.2.5";"Угроза несанкционированной подмены компонентов сервера за счет внедрения программных и аппаратных закладок";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"264";"УБИ.4.2.10";"Угроза несанкционированной подмены компонентов сервера за счет атаки типа ""человек посередине""";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"265";"УБИ.4.2.16";"Угроза несанкционированной подмены компонентов сервера за счет нарушения изоляции";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"266";"УБИ.4.2.18";"Угроза несанкционированной подмены компонентов сервера за счет использования недостатков механизмов разграничения доступа";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"267";"УБИ.4.2.19";"Угроза несанкционированной подмены компонентов сервера за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"268";"УБИ.4.2.25";"Угроза несанкционированной подмены компонентов сервера за счет атаки на системы с распределенным реестром";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"269";"УБИ.4.2.26";"Угроза несанкционированной подмены компонентов сервера за счет воздействия через системы хранения и резервирования данных";"server_monitoring_proxy";"proxy_emulation";"param_write_attempt, px4_param_changed, mission_write_attempt";"scenarios/attack_param_tamper.py";"F7, F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные модули TelemetryCollector, StateGuard, ThreatDetector, RiskEngine и AuditLogger."
"270";"УБИ.4.3.1";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет эксплуатации уязвимостей";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"271";"УБИ.4.3.2";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет использования недостатков конфигурации";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"272";"УБИ.4.3.3";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет использования недостатков архитектуры";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"273";"УБИ.4.3.4";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет внедрения вредоносного программного обеспечения";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"274";"УБИ.4.3.5";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет внедрения программных и аппаратных закладок";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"275";"УБИ.4.3.10";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет атаки типа ""человек посередине""";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"276";"УБИ.4.3.16";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет нарушения изоляции";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"277";"УБИ.4.3.18";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет использования недостатков механизмов разграничения доступа";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"278";"УБИ.4.3.23";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет модификации (подмены) прошивки (микропрограммы)";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"279";"УБИ.4.3.24";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет физического воздействия";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"280";"УБИ.4.3.25";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет атаки на системы с распределенным реестром";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"281";"УБИ.4.3.26";"Угроза несанкционированной подмены компонентов периферийного оборудования за счет воздействия через системы хранения и резервирования данных";"peripheral_navigation_proxy";"proxy_emulation_with_component_gap";"position_jump, gps_degraded, health_loss, battery_low";"scenarios/attack_navigation_excursion.py";"F5, F6";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/telemetry.jsonl | logs/threat_coverage_all/security_events.jsonl";"В проекте отдельно подтверждены только navsat, imu, magnetometer, air_pressure и 4 motor channels; полный состав периферии из исходного файла не подтвержден."
"282";"УБИ.4.4.1";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет эксплуатации уязвимостей";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"283";"УБИ.4.4.2";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет использования недостатков конфигурации";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"284";"УБИ.4.4.3";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет использования недостатков архитектуры";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"285";"УБИ.4.4.4";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет внедрения вредоносного программного обеспечения";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"286";"УБИ.4.4.5";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет внедрения программных и аппаратных закладок";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"287";"УБИ.4.4.10";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет атаки типа ""человек посередине""";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"288";"УБИ.4.4.16";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет нарушения изоляции";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"289";"УБИ.4.4.18";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет использования недостатков механизмов разграничения доступа";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"290";"УБИ.4.4.23";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет модификации (подмены) прошивки (микропрограммы)";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"291";"УБИ.4.4.24";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет физического воздействия";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"292";"УБИ.4.4.25";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет атаки на системы с распределенным реестром";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"293";"УБИ.4.4.26";"Угроза несанкционированной подмены компонентов устройства хранения данных за счет воздействия через системы хранения и резервирования данных";"storage_integrity_proxy";"proxy_emulation";"mission_write_attempt, mission_plan_changed, px4_param_changed";"scenarios/attack_mission_overwrite.py";"F8, F10";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденные JSONL-журналы, снимки параметров PX4 и контроль миссии в StateGuard."
"294";"УБИ.4.5.1";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет эксплуатации уязвимостей";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"295";"УБИ.4.5.2";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет использования недостатков конфигурации";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"296";"УБИ.4.5.3";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет использования недостатков архитектуры";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"297";"УБИ.4.5.4";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет внедрения вредоносного программного обеспечения";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"298";"УБИ.4.5.5";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет внедрения программных и аппаратных закладок";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"299";"УБИ.4.5.10";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет атаки типа ""человек посередине""";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"300";"УБИ.4.5.16";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет нарушения изоляции";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"301";"УБИ.4.5.18";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет использования недостатков механизмов разграничения доступа";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"302";"УБИ.4.5.19";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет модификации операционной системы (подмена системных файлов, внедрение вредоносного кода в системные процессы и ядро операционной системы)";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"303";"УБИ.4.5.23";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет модификации (подмены) прошивки (микропрограммы)";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"304";"УБИ.4.5.25";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет атаки на системы с распределенным реестром";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"305";"УБИ.4.5.26";"Угроза несанкционированной подмены компонентов устройства интернета-вещей за счет воздействия через системы хранения и резервирования данных";"companion_control_proxy";"proxy_emulation_with_component_gap";"command_burst, param_write_attempt, mission_write_attempt";"scenarios/attack_param_tamper.py";"";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Отдельный IoT-компонент в проекте не подтвержден; покрытие строится через подтвержденный API-канал MavlinkGateway."
"306";"УБИ.4.12.3";"Угроза несанкционированной подмены информации, передаваемой по физическим линиям связи за счет использования недостатков архитектуры";"link_channel_proxy";"proxy_emulation";"link_idle, link_loss, gateway_blocked_command";"scenarios/simulate_serial_control_log_flow.py";"F2, F3, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"307";"УБИ.4.12.10";"Угроза несанкционированной подмены информации, передаваемой по физическим линиям связи за счет атаки типа ""человек посередине""";"link_channel_proxy";"proxy_emulation";"link_idle, link_loss, gateway_blocked_command";"scenarios/simulate_serial_control_log_flow.py";"F2, F3, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"308";"УБИ.4.12.16";"Угроза несанкционированной подмены информации, передаваемой по физическим линиям связи за счет нарушения изоляции";"link_channel_proxy";"proxy_emulation";"link_idle, link_loss, gateway_blocked_command";"scenarios/simulate_serial_control_log_flow.py";"F2, F3, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"309";"УБИ.4.12.26";"Угроза несанкционированной подмены информации, передаваемой по физическим линиям связи за счет воздействия через системы хранения и резервирования данных";"link_channel_proxy";"proxy_emulation";"link_idle, link_loss, gateway_blocked_command";"scenarios/simulate_serial_control_log_flow.py";"F2, F3, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный MAVLink/UDP-канал и метрики MavlinkGateway; не все физические линии из исходного файла смоделированы напрямую."
"310";"УБИ.5.1.1";"Угроза удаления информации, обрабатываемой на автоматизированным рабочем месте за счет эксплуатации уязвимостей";"operator_workstation_proxy";"proxy_emulation";"command_burst, arm_command_burst, gateway_blocked_command";"scenarios/attack_arm_disarm_flap.py";"F1, F2, F4, F9";"logs/threat_coverage_all/threat_coverage.jsonl";"logs/threat_coverage_all/threat_coverage.jsonl | logs/threat_coverage_all/protocol_events.jsonl | logs/threat_coverage_all/security_events.jsonl";"Покрытие строится через подтвержденный операторский контур QGroundControl -> MavlinkGateway -> PX4 SITL."
